2004	Boosie Badazz & Webbie	Hustlin' by Boosie Badazz & Webbie	twenty eight you can't top that / That whole slab sixteen five you got a profit / Break it in half	https://genius.com/Boosie-badazz-and-webbie-hustlin-lyrics
2005	Gucci Mane	Hustle by Gucci Mane	his prime / Uh, a nigga gotta get the whole thing / Nineteen-five every time my phone ring / Uh, I got	https://genius.com/Gucci-mane-hustle-lyrics
2006	Bootleg (Ft. Top Authority)	Knock, Knock by Bootleg (Ft. Top Authority)	to GA / Got to see my (???) / Nigga, I hit a lick / Came up on 14 bricks / We're the shit /  	https://genius.com/Bootleg-knock-knock-lyrics
2006	Genius traductions françaises	Rick Ross - Hustlin’ (Traduction Française) by Genius traductions françaises	cost me twenty-two / Sat it on them 22's, birds go for 22 / Lil' mama super thick, she say	https://genius.com/Genius-traductions-francaises-rick-ross-hustlin-traduction-francaise-lyrics
2006	Lil Wayne (Ft. Mack Maine, Raw Dizzy & Ronnie (USA))	Pimp C (Knockin' Doors Down) by Lil Wayne (Ft. Mack Maine, Raw Dizzy & Ronnie (USA))	them birds to Georgia, comin through the water / It's sixteen-five if you wanna place an order / Thirty-six	https://genius.com/Lil-wayne-pimp-c-knockin-doors-down-lyrics
2006	Rick Ross	Hustlin' by Rick Ross	cost me (Twenty-two) / Sat it on them (Twenty-twos), birds go for (Twenty-two) / Lil' mama super thick (Thick	https://genius.com/Rick-ross-hustlin-lyrics
2007	Andre Nickatina	7 Letters Coked Out (Intro) by Andre Nickatina	couldn't get enough) / My homie said his go for eighteen five / And with no wings he can make birds	https://genius.com/Andre-nickatina-7-letters-coked-out-intro-lyrics
2007	Gucci Mane	Me & My Niggas by Gucci Mane	word from me / Nigga please, and my clique see 1 brick a piece / Then you gone get burned to the	https://genius.com/Gucci-mane-me-and-my-niggas-lyrics
2007	Rick Ross (Ft. Booba)	Hustlin’ (French Remix) by Rick Ross (Ft. Booba)	cost me twenty-two / Sat it on them twenty-twos, birds go for twenty-two / Lil' mama super thick, she	https://genius.com/Rick-ross-hustlin-french-remix-lyrics
2008	2 Pistols	Gettin' Money Mane by 2 Pistols	whole nine / Or that straight drop butter for the 'leven-five / Whole blocks of Anna White for twenty-two-five	https://genius.com/2-pistols-gettin-money-mane-lyrics
2008	Gucci Mane (Ft. Yo Gotti)	In the Trap by Gucci Mane (Ft. Yo Gotti)	t servin' after 10 cause I'm all in / Cop a bird for the twenty nigga all ten / Deuce fours	https://genius.com/Gucci-mane-in-the-trap-lyrics
2009	Kendrick Lamar	Best Rapper Under 25 by Kendrick Lamar	marijuana jive / And heard about eighteen rappers say that a bird can go for seventeen-point-five / Motherfuck that – my	https://genius.com/Kendrick-lamar-best-rapper-under-25-lyrics
2009	Lil' Flip & Gudda Gudda	I Keep It Street All Day by Lil' Flip & Gudda Gudda	them hoes when my lips closed / The bricks go for sixteen, five if I know ya / But if I don	https://genius.com/Lil-flip-and-gudda-gudda-i-keep-it-street-all-day-lyrics
2010	The Game (Ft. Busta Rhymes)	Lowrider by The Game (Ft. Busta Rhymes)	to '99 when all my whips was stolen / All my bricks were frozen, now traded the birds for some words	https://genius.com/The-game-lowrider-lyrics
2010	Yo Gotti (Ft. Starlito, Waka Flocka Flame & Zed Zilla)	Blow Your Ass Off by Yo Gotti (Ft. Starlito, Waka Flocka Flame & Zed Zilla)	Im a dope boy Im a whole brick quoter / Mister eighteen-five mister mix it with the soda / Mister shoot	https://genius.com/Yo-gotti-blow-your-ass-off-lyrics
2011	Cory Gunz (Ft. Meek Mill)	YMCMB MMG by Cory Gunz (Ft. Meek Mill)	I move low key / Make a move OT / Get a brick for the low / 95 South get a chick that	https://genius.com/Cory-gunz-ymcmb-mmg-lyrics
2011	Lil' Kim	Racks by Lil' Kim	spittin candy bars then it's fucking Pay Day / Quarter brick, half a brick, whole brick, ayy! / 20 bricks apiece	https://genius.com/Lil-kim-racks-lyrics
2012	Alpoko Don Aka Don Dada	Married to the Game by Alpoko Don Aka Don Dada	to see to touch weight / 8-6-4 got eight brick full / Fifteen a piece, give me one twenty and	https://genius.com/Alpoko-don-aka-don-dada-married-to-the-game-lyrics
2012	Gunplay	Bible on the Dash by Gunplay	Not even hundred one couldn't bring back how it was / When a brick was seventeen and you ain't	https://genius.com/Gunplay-bible-on-the-dash-lyrics
2012	Rick Ross	Pirates by Rick Ross	get richer than Trump / I'm rollin' the dice, four, five, six / Young nigga, nineteen, four or five bricks / Prayin	https://genius.com/Rick-ross-pirates-lyrics
2012	Yo Gotti (Ft. Jadakiss)	Ain't No Turning Around by Yo Gotti (Ft. Jadakiss)	again / He gon' be a beast again, hit em' with a key again / For eighteen five, young nigga go live 	https://genius.com/Yo-gotti-aint-no-turning-around-lyrics
2013	Fredo Santana (Ft. Capo (GBE) & Shorty Six)	Get Em In The Drought by Fredo Santana (Ft. Capo (GBE) & Shorty Six)	Get them birds coming in and they coming out / 8 for key, he want a 8 for key / You talking	https://genius.com/Fredo-santana-get-em-in-the-drought-lyrics
2013	Gucci Mane (Ft. Migos)	Mama We Rich by Gucci Mane (Ft. Migos)	go) / I was servin junkies out my mama window / I was broke like half a brick, that was ‘96 / Daddy	https://genius.com/Gucci-mane-mama-we-rich-lyrics
2013	Joey Fatts (Ft. 100s & F1 (USA))	PushaMan by Joey Fatts (Ft. 100s & F1 (USA))	Push it all from Qs to the whole thing / Five for the O and fifteen for the whole thing / Push	https://genius.com/Joey-fatts-pushaman-lyrics
2013	SBOE (Ft. Juelz Santana)	Money Cars Clothes by SBOE (Ft. Juelz Santana)	trip / Nigga wanted to and I fronted 2, charging 45 each brick / Nigga you road boat, and I'm show	https://genius.com/Sboe-money-cars-clothes-lyrics
2014	Millyz & The Colombians (Ft. Jadakiss)	The Plug Remix by Millyz & The Colombians (Ft. Jadakiss)	that money short I put these bullets on his [?] / Sixty for the whole thing / Thirty for the half / You ain	https://genius.com/Millyz-and-the-colombians-the-plug-remix-lyrics
2014	Rick Ross (Ft. Fat Trel, French Montana, Gunplay, Rockie Fresh, Tracy T & Wale)	Finals 2 by Rick Ross (Ft. Fat Trel, French Montana, Gunplay, Rockie Fresh, Tracy T & Wale)	humans / 17 fire, what the fuck was you doin'? / Your bricks were 30 apiece and 28 if you knew him	https://genius.com/Rick-ross-finals-2-lyrics
2016	Boosie Badazz (Ft. Lil Durk & Young Thug)	Choppers N Gunz (Remix) by Boosie Badazz (Ft. Lil Durk & Young Thug)	top, I don't need sex / And when I seen a brick it was summer of 06 / I flooded out	https://genius.com/Boosie-badazz-choppers-n-gunz-remix-lyrics
2016	Flowz Dilione	Dreamchasers by Flowz Dilione	Cut down some lemon trees, went and made lemonade / Ninety for seven, three hundred for twenty-eight / Birds go for	https://genius.com/Flowz-dilione-dreamchasers-lyrics
2016	J $tash (Ft. Rich The Kid)	Bricks by J $tash (Ft. Rich The Kid)	lean, drop a xan in codeine / Protein, twenty-three hundred for the whole thing, smoking / Pop another pill now I	https://genius.com/J-stash-bricks-lyrics
2016	Tafari (Ft. Kunsept & Zilla Oaks)	She by Tafari (Ft. Kunsept & Zilla Oaks)	the homies / If you want that OG we got it for the low-key / Reppin for the Omozi / 1 2	https://genius.com/Tafari-she-annotated
2016	Yo Gotti	Mitch by Yo Gotti	Mitch, I want 30 for a brick / I want 100 for a show and I ain't got nothing for	https://genius.com/Yo-gotti-mitch-lyrics
2017	Banx$ (Ft. Caution)	Propane by Banx$ (Ft. Caution)	beans / 33 shots in this new magazine / Put that on the G / How much Papi charge for a whole thing	https://genius.com/Banx-propane-lyrics
2017	Hoodrich Pablo Juan (Ft. Playboi Carti)	Servin & Swervin by Hoodrich Pablo Juan (Ft. Playboi Carti)	flavors like Ninja Turtles / Rollie a 30, that Glock hold a 30 / Sell you a bird for the 30 / Good	https://genius.com/Hoodrich-pablo-juan-servin-and-swervin-lyrics
2017	Juicy J	One Of Them by Juicy J	suckin' thing, tell that hoe to get out / Three 6 for the whole thing, if you're playing games I	https://genius.com/Juicy-j-one-of-them-lyrics
2018	G Herbo (Ft. Chance the Rapper & Lil Uzi Vert)	Everything (Remix) by G Herbo (Ft. Chance the Rapper & Lil Uzi Vert)	my Glock hold 30, this a 17 (yeah) / Chop it, whole thing from the Medellín (uh) / My old gun, that	https://genius.com/G-herbo-everything-remix-lyrics
2018	Lil Baby & Gunna	Business Is Business by Lil Baby & Gunna	got a 31 doin' gymnastics / I sold a brick, it was still in the package / Sixty five hundred was spent	https://genius.com/Lil-baby-and-gunna-business-is-business-lyrics
2018	Young Scooter	Plug Lingo by Young Scooter	talkin' nigga, I speak plug lingo / Like how I sell a bird for twenty and they cost three-oh / I	https://genius.com/Young-scooter-plug-lingo-lyrics
2019	Lil Timmie	Hoi ik ben Timmy by Lil Timmie	kiezen / Doe VWO, geen VMBO / M'n lievelingsspel, is Angry Birds GO! / Lievelingsnummer? Een heleboel / Formule 1? Dat vind ik	https://genius.com/Lil-timmie-hoi-ik-ben-timmy-lyrics
2019	Westside Gunn (Ft. Boldy James & Jay Worthy)	Never Give Up by Westside Gunn (Ft. Boldy James & Jay Worthy)	Used to pay eighteen-five for the whole thing / Then the Feds brought down BMF, shit ain't been the	https://genius.com/Westside-gunn-never-give-up-lyrics
2019	Westside Gunn (Ft. Boldy James & Jay Worthy)	Never Give Up by Westside Gunn (Ft. Boldy James & Jay Worthy)	situ' – what else? / Ayo (It's possible) / Used to pay eighteen-five for the whole thing / Then the Feds brought	https://genius.com/Westside-gunn-never-give-up-lyrics
2020	38 Spesh	Home Game by 38 Spesh	38 that’s my own lane / I still pay 38 for the whole thing / And bring it back to my	https://genius.com/38-spesh-home-game-lyrics
2020	Cheezy Charles	#LeagueMe by Cheezy Charles	They just wanna be around / Cause I look like four keys / Now they go for forty / Man, I’m so	https://genius.com/Cheezy-charles-leagueme-lyrics
2020	Dan Bull	Tinker, Tailor, Soldier: 76 by Dan Bull	kids getting to grips / With intricate weapons as heavy as bricks / We're all Soldier: 76 except we'll never	https://genius.com/Dan-bull-tinker-tailor-soldier-76-lyrics
2020	Haftbefehl & Gucci Mane	Ice by Haftbefehl & Gucci Mane	go for thirty-three, my bricks still in puberty (Low) / Sixteen-five, I could flood your community (Burr) / I'm	https://genius.com/Haftbefehl-and-gucci-mane-ice-lyrics
2020	Sub-Radio	Disco by Sub-Radio	I think you're hoping that I'll let the whole thing go / Okay, you've been awake for 20	https://genius.com/Sub-radio-disco-lyrics
2020	Yo Gotti	Stay Ur Distance by Yo Gotti	I'm on a ski / Two-tone Cuban, they eighty a piece (Woo) / Bricks, spent forty a piece (Woo) / Dugg	https://genius.com/Yo-gotti-stay-ur-distance-lyrics
2020	Yung Waifu	I Wanna Hit by Yung Waifu	my dick (ew) / 2 left hook do the trick / Saw a cop car threw a brick / Wasn't trying to	https://genius.com/Yung-waifu-i-wanna-hit-lyrics
2021	Fredo	I Miss by Fredo	I miss when them bricks were twenty-eight / I miss when them hammers were cheap (Hammers were cheap) / I'm	https://genius.com/Fredo-i-miss-lyrics
2021	Lil Double 0	Outro by Lil Double 0	a girl / Double 0 fuck with the bird, then i go for gorillas / And it ain't no love for	https://genius.com/Lil-double-0-outro-lyrics
2021	‎‎ratrace90210	‎gilbert grape freestyle by ‎‎ratrace90210	but words will always hurt me more / I got 5 whole cellphones yeah / One for each personality / I feel like	https://genius.com/Ratrace90210-gilbert-grape-freestyle-lyrics
2022	Real Boston Richey	Dawggy by Real Boston Richey	two / We slidin' twenty-two, we in room 222 / But birds go for thirty-two / I'm way too P	https://genius.com/Real-boston-richey-dawggy-lyrics
2022	Varcy	Love Will... by Varcy	come and find it’s home / Verse 2 / Like humming birds search for the nectar / Love will reveal its sweetest	https://genius.com/Varcy-love-will-lyrics
2023	Conway the Machine & Wun Two	Bianca by Conway the Machine & Wun Two	shit was white and teal, yeah / My nigga got 10 bricks, 33 a piece / He told me, "That's a	https://genius.com/Conway-the-machine-and-wun-two-bianca-lyrics
2023	D$TAXK	KONY by D$TAXK	K THIS WEEK YOU SHOULD TRY IT OUT / OH YOU WANT THE BRICK FOR FORTY YOU GOTTA BUY IT NOW	https://genius.com/D-taxk-kony-lyrics
2023	DJ Kay Slay (Ft. BILLBOARD BABY, China Mac, DJ Paul, E-Class Hoodies, E. Ness, Jakk Frost, Kaflow Kaboom, Majesty (Live Squad), Neek the Exotic, O.C., PT Capone, Termanology, Tony Moxberg, Wais P & Young Poppa Hoodies)	Rolling 200 Deep X by DJ Kay Slay (Ft. BILLBOARD BABY, China Mac, DJ Paul, E-Class Hoodies, E. Ness, Jakk Frost, Kaflow Kaboom, Majesty (Live Squad), Neek the Exotic, O.C., PT Capone, Termanology, Tony Moxberg, Wais P & Young Poppa Hoodies)	No feeling! / Big guns under the chin, paint ceiling / Twenty bricks, quarter a piece, half million / Run in your crib	https://genius.com/Dj-kay-slay-rolling-200-deep-x-lyrics
2023	Mesci (Ft. Levy Da Don & Smoooth)	What I Need by Mesci (Ft. Levy Da Don & Smoooth)	my dope boy tee / I need a plug who got bricks for the low / If I sell 10 more / He	https://genius.com/Mesci-what-i-need-lyrics
2024	BloodHound Q50	King Draco by BloodHound Q50	a hit / Bitch wanna fuck 'cause a young nigga lit / Sixteen-five if you want you a brick / I done	https://genius.com/Bloodhound-q50-king-draco-lyrics
2024	Wiz Khalifa (Ft. BACKWOOD BRAT & Hardo)	Dress Like This by Wiz Khalifa (Ft. BACKWOOD BRAT & Hardo)	it, trappin' hard, he antisocial / Twenty for a brick, but want five thousand for the vocals (Skrrt) / Baggies for the	https://genius.com/Wiz-khalifa-dress-like-this-lyrics
2024	glass beach	guitar song by glass beach	Twenty-eight birds go along for a walk / Twenty-six birds tug the wheat from the stalk / Twenty-four birds	https://genius.com/Glass-beach-guitar-song-lyrics
2025	Bryan Ferry & Amelia Barratt	Demolition by Bryan Ferry & Amelia Barratt	turn / With each day that passed / In one day fifty bricks were unstuck / Eventually the mortar chipped off / The buyer	https://genius.com/Bryan-ferry-and-amelia-barratt-demolition-lyrics
2025	Day1 Lil Willie (Ft. Baby Kia & Baby Krank)	Crank Up by Day1 Lil Willie (Ft. Baby Kia & Baby Krank)	fifty more bricks / Balling like a bitch with all these bricks / Dropped a piece up in the Draco, this bitch	https://genius.com/Day1-lil-willie-crank-up-lyrics
2025	Sematary	Gucci Mane - GUCCI THE ESKIMO (SEMATARY HAPPY WHEELS REMIX) by Sematary	I sold bricks for real, them white dragons / Sixteen to twenty-two-five, I'm high taxin' / Depends on what	https://genius.com/Sematary-gucci-mane-gucci-the-eskimo-sematary-happy-wheels-remix-lyrics
2025	Zay Kenne	22 by Zay Kenne	right / What do it be, it feeling like, it be twenty, two, five / I just been fighting for my whole	https://genius.com/Zay-kenne-22-lyrics
2025	bdifferent & Hotboii	LMDS by bdifferent & Hotboii	checks, it make it easier to flex / Larry, let them birds go for thirty-three like Boston Celtics / That money	https://genius.com/Bdifferent-and-hotboii-lmds-lyrics
2026	Why G (Ft. Casper TNG & Pressa)	Where Ya Mans? by Why G (Ft. Casper TNG & Pressa)	switches / Uh (Yeah) / I feel caught up in the mix / Eighteen-five just for the brick (Breezy) / He paid 1K	https://genius.com/Why-g-where-ya-mans-lyrics
