2006	Gucci Mane	Street Niggaz (Remix) by Gucci Mane	hater get smashed, bond money on deck / Gave my dog half a brick for a '73 Donk / Got that bullfrog	https://genius.com/Gucci-mane-street-niggaz-remix-lyrics
2006	Gucci Mane	Street Niggaz by Gucci Mane	hater get smashed, bond money on deck / Gave my dog half a brick for a '73 Donk / Got that bullfrog	https://genius.com/Gucci-mane-street-niggaz-lyrics
2006	Jeezy	J.E.E.Z.Y. by Jeezy	Different broad every night, keep a plug on the white / Mr. 17-5, you niggas know the name / Why y	https://genius.com/Jeezy-jeezy-lyrics
2007	Chamillionaire	The Evening News by Chamillionaire	time for that / The White House is going to stay white / Even though we know that Obama's black / 9	https://genius.com/Chamillionaire-the-evening-news-lyrics
2007	Samat	Trahison by Samat	leur faisait beaucoup d'mal / 1 mètre 90 pour 120 kilos, c'est clair y'avait pas encore les armes	https://genius.com/Samat-trahison-lyrics
2007	Young Buck (Ft. Jazze Pha, Jeezy, Pimp C & T.I.)	4 Kings by Young Buck (Ft. Jazze Pha, Jeezy, Pimp C & T.I.)	go / 1 for the bread, and 2 for the blow / Mr. 17.5, ya damn right it's gon' snow	https://genius.com/Young-buck-4-kings-lyrics
2008	G-Unit	Fully Loaded by G-Unit	planes hit the towers / When the Latin blew the shit up, the coke price went up / For 35 a gram	https://genius.com/G-unit-fully-loaded-lyrics
2008	Gucci Mane (Ft. Yo Gotti & Yung Ralph)	Bricks by Gucci Mane (Ft. Yo Gotti & Yung Ralph)	got something to serve / That's sixteen bars, same price for a bird / What you need, a bird? Or a	https://genius.com/Gucci-mane-bricks-lyrics
2008	Nipsey Hussle	The Feeling Keeps on Coming by Nipsey Hussle	Two 12's in my trunk, let my speakers bang / Half a bird on my neck, let my chain hang	https://genius.com/Nipsey-hussle-the-feeling-keeps-on-coming-lyrics
2008	Wiley	Taliban by Wiley	Taliban) / The price of coke's going up / It's thirty four gram for a key, it's a shine	https://genius.com/Wiley-taliban-lyrics
2008	Wiley	Taliban by Wiley	is going up (Shut your mouth) / Yeah / Listen / (Taliban) / The price of coke's going up / It's thirty four	https://genius.com/Wiley-taliban-lyrics
2008	Wiley	Taliban by Wiley	of coke's going up / It's thirty four gram for a key, it's a shine (Taliban) / Ride up	https://genius.com/Wiley-taliban-lyrics
2009	Cappadonna (Ft. King Just, Lounge Lo & Mega Don)	Pistachio by Cappadonna (Ft. King Just, Lounge Lo & Mega Don)	took a bid for niggas / Loaded forty Glock, Half a brick for niggas / First time felon for the clique for	https://genius.com/Cappadonna-pistachio-lyrics
2009	Flo Rida (Ft. Brisco & Javon "4mil" Thomas)	Ha by Flo Rida (Ft. Brisco & Javon "4mil" Thomas)	when I toss it from my right hand / Niggas holla twenty things for a whole lotta keh... keh keh keh	https://genius.com/Flo-rida-ha-lyrics
2009	French Montana	Bricks & Walls by French Montana	On Canal I get it free, nah it ain't ten a key / Look homey it's 35, I dont	https://genius.com/French-montana-bricks-and-walls-lyrics
2009	Gucci Mane	Street Nigga (J3 Remix) by Gucci Mane	hater get smashed, bond money on deck / Gave my dog half a brick for a '73 Donk / Got that bullfrog	https://genius.com/Gucci-mane-street-nigga-j3-remix-lyrics
2009	Jeezy	Done It by Jeezy	another three, two plates, four birds / One nigga ooh wee, Mr. 17.5, yea they know shawty low / Anything about	https://genius.com/Jeezy-done-it-lyrics
2009	Max B & Jadakiss	When I Grow Up by Max B & Jadakiss	grow up to be a G (G, chyeah) / Took twenty-five grams, blew it up to be a key (Key	https://genius.com/Max-b-and-jadakiss-when-i-grow-up-lyrics
2010	Jeezy	Porsche Music by Jeezy	same fuck niggas get dummied, hey / That’s thirty-k, for a whole brick of sheetrock / Man, I'm like	https://genius.com/Jeezy-porsche-music-lyrics
2011	Boldy James & Chuck Inglish	JIMBO by Boldy James & Chuck Inglish	It's four quarters in a O, sixty-four in a 'bow / Thirty-six a quarter crow, brick of blow	https://genius.com/Boldy-james-and-chuck-inglish-jimbo-lyrics
2011	Trick Trick (Ft. Diezel)	Stay On Fire by Trick Trick (Ft. Diezel)	ain't greedy, just give me me / You could get a half brick for one sixteenth / Who want it? I	https://genius.com/Trick-trick-stay-on-fire-lyrics
2012	Gucci Mane	Put on a Show by Gucci Mane	smoke weed like I smoke weed, we gon' need like half a P / Selling bricks for 35, if I know	https://genius.com/Gucci-mane-put-on-a-show-lyrics
2012	Inglourious Bastardz (Ft. 10vers, Amanite, Furax Barbarossa, Jeff Le Nerf, M-etik, Neka & Swift Guad)	Inglourious by Inglourious Bastardz (Ft. 10vers, Amanite, Furax Barbarossa, Jeff Le Nerf, M-etik, Neka & Swift Guad)	et chaud comme Spirito et Carbone / Tropico et Calzone, 10 kilos c'est aç-comme / Ça joue les bonhommes pourtant	https://genius.com/Inglourious-bastardz-inglourious-lyrics
2012	Meek Mill	Dreams and Nightmares (Intro) by Meek Mill	With them bricks, they go for forty, ain't no ten a key / Hold up! Broke nigga turned rich (Rich	https://genius.com/Meek-mill-dreams-and-nightmares-intro-lyrics
2012	Webbo (Ft. HNIC Pesh & Icewear Vezzo)	Young Nigga Ballin by Webbo (Ft. HNIC Pesh & Icewear Vezzo)	my first ten, when I turned 17 / When them birds was going for the 17 / Dope boy, show me how	https://genius.com/Webbo-young-nigga-ballin-lyrics
2013	Ace Hood (Ft. Future, Rick Ross & Trae tha Truth)	Bugatti (Trae tha Truth Remix) by Ace Hood (Ft. Future, Rick Ross & Trae tha Truth)	struggle now she livin' carefree / That's why I hustle for half a key that's 12 G's / I	https://genius.com/Ace-hood-bugatti-trae-tha-truth-remix-lyrics
2013	Boldy James	Consideration by Boldy James	ten packs, bloodclot 'em / I got ninety-nine problems and a brick ain't one / I got thirty-five shots	https://genius.com/Boldy-james-consideration-lyrics
2013	Chief Keef	Almighty So Intro by Chief Keef	so you know that I'ma fuck it up / Got a verse for a key, twenty for a pound of	https://genius.com/Chief-keef-almighty-so-intro-lyrics
2013	E-40	Got That Line by E-40	soup, not chicken broth / Promethazine, no cough; six-fifty with a brick of boat cost / If coke cost too much	https://genius.com/E-40-got-that-line-lyrics
2013	Lantana (Ft. Bun B, Pusha T & Yo Gotti)	All Hustle, No Luck (Remix) by Lantana (Ft. Bun B, Pusha T & Yo Gotti)	come up off your plugs / I want thirty for a bird, 22 for a duck / A duck a fake bird	https://genius.com/Lantana-all-hustle-no-luck-remix-lyrics
2013	Meek Mill	Kendrick You Next by Meek Mill	low / And I'm like a brick of Diesel, it cost 60 for the flow / You ain't a gangsta	https://genius.com/Meek-mill-kendrick-you-next-lyrics
2013	Meek Mill (Ft. DJ Scream, French Montana, Louie V Gutta & Yo Gotti)	Kilo by Meek Mill (Ft. DJ Scream, French Montana, Louie V Gutta & Yo Gotti)	a kilo, a kilo / Thirty-six O's up that raw for my amigo / Throw it in that water, watch	https://genius.com/Meek-mill-kilo-lyrics
2013	Migos	Quarter Million Dollars by Migos	lean i need the codeine / Terminator wrist game my wrist a machine / Twenty five bricks gave a free brick to	https://genius.com/Migos-quarter-million-dollars-lyrics
2013	Pusha T	Numbers on the Boards by Pusha T	and show money, "Biggs" Burke on tour  (Yeah) / Twenty-five bricks, move work like chore / Hit Delaware twice, needed twenty	https://genius.com/Pusha-t-numbers-on-the-boards-lyrics
2014	Aladin 135	À peine majeur by Aladin 135	mytho / 18 piges, validé par l'élite, j'prends des kilos / C'est pas tout c'que j'peux faire	https://genius.com/Aladin-135-a-peine-majeur-lyrics
2014	D. Chamberz (Ft. Fred the Godson)	On My 1, 2 by D. Chamberz (Ft. Fred the Godson)	It’s Gordo, Frederico! / I be on my 1, 2 / Forty for a key, seventy if you want two / Then	https://genius.com/D-chamberz-on-my-1-2-lyrics
2014	Jon Jon Briones, Hugh Maynard & Alistair Brammer	The Transaction by Jon Jon Briones, Hugh Maynard & Alistair Brammer	She's sort of a virgin, well, more or less / For twenty more you get a room and key / You	https://genius.com/Jon-jon-briones-hugh-maynard-and-alistair-brammer-the-transaction-lyrics
2014	Lil Uzi Vert	IN DA FIELD (FREESTYLE) by Lil Uzi Vert	got a bitch 36 years old (Yeah) / Yeah, I got a brick, thirty six O's / Yeah, I killed that	https://genius.com/Lil-uzi-vert-in-da-field-freestyle-lyrics
2014	Rick Ross (Ft. Whole Slab)	Heavyweight by Rick Ross (Ft. Whole Slab)	half a thang (Flip) / Remix that eighteen, now it's thirty-six (Flip) / Turned that midget to a brick, that	https://genius.com/Rick-ross-heavyweight-lyrics
2014	Slim Thug (Ft. Yo Gotti)	1st n 15th (I'm Addicted Skit) by Slim Thug (Ft. Yo Gotti)	have another hit." Trap house jumping on the first and fifteenth / From a G to a key I'm all	https://genius.com/Slim-thug-1st-n-15th-im-addicted-skit-lyrics
2015	BIGMAN (Rapper)	BYRDS FLY SOUTH 4 THA WINTER by BIGMAN (Rapper)	that Nolia Clap I make them birds flock / Lil whoadie fifteen he keep a loaded Glock / Birds of a feather	https://genius.com/Bigman-rapper-byrds-fly-south-4-tha-winter-lyrics
2015	Big Ghost Ltd, Conway the Machine & Westside Gunn	If I Ruled the World ’15 by Big Ghost Ltd, Conway the Machine & Westside Gunn	ruled the world / I take it back to '05 when coke prices was eighteen a key / If I ruled the	https://genius.com/Big-ghost-ltd-conway-the-machine-and-westside-gunn-if-i-ruled-the-world-15-lyrics
2015	Deniro Farrar	So Long by Deniro Farrar	Yeah / Real street nigga 35 for a brick / Sell it for the forty one made a flip for the 6	https://genius.com/Deniro-farrar-so-long-lyrics
2015	G Herbo	Bottom of the Bottom by G Herbo	ear rings bout a 9 piece and my watch cost a half-a-key / I've been balling since I	https://genius.com/G-herbo-bottom-of-the-bottom-lyrics
2015	Lil Uzi Vert	Juiceman by Lil Uzi Vert	my dark hoe, aye / Quarter brick, half a brick, thirty six hundred / All of these numbers like that is a	https://genius.com/Lil-uzi-vert-juiceman-lyrics
2015	Maxo Kream (Ft. KEY!)	Out The Door by Maxo Kream (Ft. KEY!)	a scale (Uh, okay) / Thirty-six O's, that's a bad hoe / Thirty-six dummy bricks, that's a	https://genius.com/Maxo-kream-out-the-door-lyrics
2015	Migos	Aight by Migos	nigga life / M&Ms, M&Ms counting up hundos, aight / Plug said he got  twenty bricks for me / I'm	https://genius.com/Migos-aight-lyrics
2015	NAV	Take Me Simple by NAV	and shoot / Thirty-five points, ten assists, went from passin' a rock to a brick / I know Brazilians that hittin	https://genius.com/Nav-take-me-simple-lyrics
2015	Sam's	Darknight by Sam's	Argent sale on reste des salauds / Fort dans les calculs, quand il faut se refaire 30 kilos c'est ballot /  	https://genius.com/Sams-darknight-lyrics
2015	Thouxanbanfauni & UnoTheActivist	Benji Blue by Thouxanbanfauni & UnoTheActivist	it I'm drippin' in sauce, forty-eight laws with a [?] for a boss / Wrappin' that brick, I ship it	https://genius.com/Thouxanbanfauni-and-unotheactivist-benji-blue-lyrics
2015	Waka Flocka Flame	Target Practice by Waka Flocka Flame	you thirtytwo rest for a bird / I could get you twenty three hundred for a bird / Nigga [?] / So you better	https://genius.com/Waka-flocka-flame-target-practice-lyrics
2015	Westside Gunn & Conway the Machine	Pray for Buffalo by Westside Gunn & Conway the Machine	poppin' PJ when I show though / Coke prices so-so, forty for a whole dough / Adobo in the microwave, fried	https://genius.com/Westside-gunn-and-conway-the-machine-pray-for-buffalo-lyrics
2016	AR-AB	All The Way Up (Freestyle) by AR-AB	It's a long story with 33 chapters / Quarter brick, half a brick, quarters for cheap / If you're a	https://genius.com/Ar-ab-all-the-way-up-freestyle-lyrics
2016	Hoodrich Pablo Juan (Ft. Diego Dose, MPR Tito & RX PESO)	Bricks by Hoodrich Pablo Juan (Ft. Diego Dose, MPR Tito & RX PESO)	out on Candler / The hot niggas coming, they head straight for that Ember / Whole brick for a chain / 41, plain	https://genius.com/Hoodrich-pablo-juan-bricks-lyrics
2016	Jimmy Wopo	Prime Time by Jimmy Wopo	Louis V, Nigga free Lil D / And it's forty for a key nigga, ask AZ / Boogie, gang / What’s	https://genius.com/Jimmy-wopo-prime-time-lyrics
2016	Jimmy Wopo	Prime Time by Jimmy Wopo	RIP Louis V, Nigga free Lil D / And it's forty for a key nigga, ask AZ / Boogie, gang / What	https://genius.com/Jimmy-wopo-prime-time-lyrics
2016	Trouble	Countdown by Trouble	that on your head, you playin’ / Six times six, that thirty-six, but don’t give a brick / That seven	https://genius.com/Trouble-countdown-lyrics
2016	Westside Gunn (Ft. Conway the Machine)	Free Chapo by Westside Gunn (Ft. Conway the Machine)	on a Greyhound (Uh) / Dump the work in the acid, forty for a brick, I shot the nigga just for	https://genius.com/Westside-gunn-free-chapo-lyrics
2017	Baby Ahk	Marathon by Baby Ahk	t seen inside of me / 18 5 for the half a key / Got a new condo with the master key	https://genius.com/Baby-ahk-marathon-lyrics
2017	Casino (Ft. 550 & Future)	I'm On by Casino (Ft. 550 & Future)	got thirty-six, that's a straight glass on me / Thirty-six ounces of the glass, that's a brick	https://genius.com/Casino-im-on-lyrics
2017	Hall & Nash	Machine Gun Black by Hall & Nash	lavender and white, eatin' alligator bites / Twenty racks, get a half a key tonight (Woah) / Ayo, connect got 'em half	https://genius.com/Hall-and-nash-machine-gun-black-lyrics
2017	No Plug (Ft. Marlo)	Groceries by No Plug (Ft. Marlo)	Diamonds on my yeah, on me yeah, like they took a bath / Bricks is thirty-five, that's too high	https://genius.com/No-plug-groceries-lyrics
2017	Peezy	Run It Up by Peezy	up, fourty-one on my wrist / We don't do thirty-six, 'less you talkin' 'bout a brick / Callin' me	https://genius.com/Peezy-run-it-up-lyrics
2017	Shakewell	Voodoo Walk by Shakewell	my soul / Blocks hot, Glock cocked, two hits from the forty-five / Sniffed a key of coke, now my boogers	https://genius.com/Shakewell-voodoo-walk-lyrics
2017	Shoreline Mafia	Dirty by Shoreline Mafia	my niggas they serving shit / He want that proper, need thirty-six / Remix the dope, that's a dirty brick	https://genius.com/Shoreline-mafia-dirty-lyrics
2017	SprngBrk (Ft. O.T. Genasis)	Tuh by SprngBrk (Ft. O.T. Genasis)	woah) / Black nigga like to rob, woah (Woah, tuh) / Thirty for a brick, low (Real low, tuh) / Whip over the	https://genius.com/Sprngbrk-tuh-lyrics
2017	YRN Murk (Ft. Migo JerZ)	Curb by YRN Murk (Ft. Migo JerZ)	to work the stove / John Wic, I keep the poles / Thirty-six O's / That's a whole brick if	https://genius.com/Yrn-murk-curb-lyrics
2017	Young Scooter (Ft. Trouble & Young Dolph)	Time by Young Scooter (Ft. Trouble & Young Dolph)	poverty / My cousin he got three felonies / They gave him thirty for a quarter key / Look at Reverend Al Sharpton	https://genius.com/Young-scooter-time-lyrics
2018	Berner	Pressure by Berner	cold / Summertime man, my city white fur coats / 8 chains on, yeah we let the birds float / They say that	https://genius.com/Berner-pressure-lyrics
2018	Jim Jones	Never Did The 3Quarters by Jim Jones	squalie!) / Did the 5 Series, never did the 3 quarters / Coke price up and down, they tryna see-saw us	https://genius.com/Jim-jones-never-did-the-3quarters-lyrics
2018	Jo' & Eliah	The Whale by Jo' & Eliah	standing right here / And just like the whale / Who sung for twenty years / Yelling / In a key no other whale	https://genius.com/Jo-and-eliah-the-whale-lyrics
2018	Nines	Same Way by Nines	s 4 for a  Key of Amm / Flipping hell got a new chain / Got one for his chick as well	https://genius.com/Nines-same-way-lyrics
2018	Philthy Rich	Bentley Truck by Philthy Rich	my tuck spot (It's Philthy) / Cocaine white like a brick of soft (Thirty-six) / No, this ain't a	https://genius.com/Philthy-rich-bentley-truck-lyrics
2018	Philthy Rich (Ft. Sada Baby)	Robin Hood by Philthy Rich (Ft. Sada Baby)	On the turnaround, nigga, me and Smoke (Turnaround) / Ten years for a key of coke (Thirty-six) / They flick they	https://genius.com/Philthy-rich-robin-hood-lyrics
2018	Westside Gunn (Ft. Roc Marciano)	Ric Martel by Westside Gunn (Ft. Roc Marciano)	with my eyes closed / The Beamer grill Ron English (Skrrt) / Whole brick for 28, look like we bleached it / Leather	https://genius.com/Westside-gunn-ric-martel-lyrics
2018	sKitz Kraven	Propaganda by sKitz Kraven	bet my bike / That she got three toys / At least / Thirty for a key / Now that's a piece / The	https://genius.com/Skitz-kraven-propaganda-lyrics
2018	sKitz Kraven	Propaganda by sKitz Kraven	my bike / That she got three toys / At least / Thirty for a key / Now that's a piece / The people	https://genius.com/Skitz-kraven-propaganda-lyrics
2019	Ball Greezy	Ignorant Shit by Ball Greezy	week with a couple of zips / After you flip this half-a-bird you gone cop you a 6 / Ocean	https://genius.com/Ball-greezy-ignorant-shit-lyrics
2019	Cookie Money	Street Visions by Cookie Money	he don't even need an ambulance / I'm low-key smokin' weed in a caravan / Thirty for a brick	https://genius.com/Cookie-money-street-visions-lyrics
2019	Cookie Money (Ft. Elzie)	No Forfeit by Cookie Money (Ft. Elzie)	key / Real gangsters stay silent, keep it all five G / Twenty dollars for a solid, 30 thousand a key / A	https://genius.com/Cookie-money-no-forfeit-lyrics
2019	Fredo	It's Like by Fredo	twenty-six on my rose face / Damn near dropped Melo half a brick for my bro's sake / I'm	https://genius.com/Fredo-its-like-lyrics
2019	Kaos (UK) (Ft. Fredo)	Take Risks by Kaos (UK) (Ft. Fredo)	the shower I’m drip dressing / 'Bout 20 man was brick pressing, that ain’t nothing like a gym session	https://genius.com/Kaos-uk-take-risks-lyrics
2019	Leeky Bandz (Ft. Gunna)	Picasso by Leeky Bandz (Ft. Gunna)	a fourth like I'm sick / It's thirty-five for a brick / Watch how I'm whippin' my wrist	https://genius.com/Leeky-bandz-picasso-lyrics
2019	Mazzeratti Duke (Ft. Rylo Rodriguez)	First Song by Mazzeratti Duke (Ft. Rylo Rodriguez)	Dummy bricks) / I been wrappin' dummy bricks (Dummy bricks) / Tell a nigga thirty-six (Thirty-six) / Yeah, we really with	https://genius.com/Mazzeratti-duke-first-song-lyrics
2019	Rap Battle Melee	Vince McMahon (WWE) vs. Dana White (UFC) by Rap Battle Melee	it / You charge 60 bucks for one round? Shit! / Dana White: / That's the price of real blood, real sweat	https://genius.com/Rap-battle-melee-vince-mcmahon-wwe-vs-dana-white-ufc-lyrics
2019	Slim (UK)	Picture This by Slim (UK)	or do fraud / This is trap shit / Yo it's forty bags for a brick / It's gettin' drastic / Talkin	https://genius.com/Slim-uk-picture-this-lyrics
2019	Snap Capone (Ft. S Wavey)	Riviera Riding by Snap Capone (Ft. S Wavey)	unwrapped a fucking bird? / The streets turned the boy into a man quick / Forty-five hollows in a man's	https://genius.com/Snap-capone-riviera-riding-lyrics
2019	TLZ Clan	Moment d'amour by TLZ Clan	grave parano Tony a tué Many / Plus de 60 kilos c'est le bilan de l'année / Mais c'est	https://genius.com/Tlz-clan-moment-damour-lyrics
2019	Veeze	Rusty by Veeze	risky (Yeah) / You gotta know this shit fifty-fifty (Mhm) / A thousand of these beans cost a brick (Shhh) / I	https://genius.com/Veeze-rusty-lyrics
2019	Wanski (Ft. Veeze)	5.Am by Wanski (Ft. Veeze)	maggie / Yeah, you tote guns, but your ass still scary / Thirty-five for a white bird like Larry / I'll	https://genius.com/Wanski-5am-lyrics
2019	Yung Mal	#’s (Numbers) by Yung Mal	that LeBron / Twenty-four for the Rollie, it wet like a pond / Whole twenty-five, I'm a don / Keep	https://genius.com/Yung-mal-s-numbers-lyrics
2020	42 Dugg	Ride With Me by 42 Dugg	ride with me / FN and choppers, baby, slide with me / Thirty-five a key, buss her down and lean / I	https://genius.com/42-dugg-ride-with-me-lyrics
2020	Aidcot (Ft. JUGGMANLO$)	Princess Cuts by Aidcot (Ft. JUGGMANLO$)	keep a stick / 2x2 equals 4 watch me flip the brick / Princess cuts on my wrist so i keep it	https://genius.com/Aidcot-princess-cuts-lyrics
2020	Burna Bandz	Let The Racks Speak by Burna Bandz	stuffed in my Balmain jeans / Twenty-three if you need a P / Bricks going for the forty-three / Big heater	https://genius.com/Burna-bandz-let-the-racks-speak-lyrics
2020	D-Lo116 (Ft. 116 Poax Productions: AVI)	36 by D-Lo116 (Ft. 116 Poax Productions: AVI)	Th-Thirty six / Thirty six / Th-Th-Thirty six / Thirty six Oz issa liq / Thirty six zips in a brick	https://genius.com/D-lo116-36-lyrics
2020	Jeezy (Ft. Yo Gotti)	Back by Jeezy (Ft. Yo Gotti)	in the lab (Kitchen) / I want twenty for a half, forty for a slab (Bricks) / And a ten for a	https://genius.com/Jeezy-back-lyrics
2020	K-Trap (Ft. Blade Brown)	Probably by K-Trap (Ft. Blade Brown)	ain't puttin' it in rice (No) / Fifty-four a brick, I need a better price / Whole brick of bujj	https://genius.com/K-trap-probably-lyrics
2020	Lil Wayne (Ft. Takeoff)	I Don't Sleep by Lil Wayne (Ft. Takeoff)	lied) / Text message from my Memphis bitch, she get 'em ten a key (Ten) / That stick shoot thirty minutes and	https://genius.com/Lil-wayne-i-dont-sleep-lyrics
2020	NAREK	Mijn Verhaal by NAREK	halen dan / Twaalf jaar en ik voelde me dik, 60 kilo was een echte schrik / Nu ben ik in de	https://genius.com/Narek-mijn-verhaal-lyrics
2020	NAV (Ft. Lil Durk)	No Ice by NAV (Ft. Lil Durk)	Man up) / My brother hit a lick for thirty bricks, coke price went up / Gotta keep a wham-bam, righthand	https://genius.com/Nav-no-ice-lyrics
2020	PFV (Ft. O.T. Genasis)	Savior by PFV (Ft. O.T. Genasis)	t never soft / See sheriff then I'm jumping off / Thirty pounds for a key nigga / Money talks I don	https://genius.com/Pfv-savior-lyrics
2020	Peezy (Ft. Mack Nickels & Polo)	Get Paid by Peezy (Ft. Mack Nickels & Polo)	least a half a key (Sixteen) / I swear I seen a ticket, that's speakin' modestly (Modestly) / Niggas get a	https://genius.com/Peezy-get-paid-lyrics
2020	RJ Lamont (Ft. Rio Da Yung OG & RMC Mike)	What Up RJ by RJ Lamont (Ft. Rio Da Yung OG & RMC Mike)	in the loft today / Thirty racks on me, I sold a half a brick of soft today / Me, Mike, and	https://genius.com/Rj-lamont-what-up-rj-lyrics
2020	Ronin Gray	GET DOWN by Ronin Gray	from the hustle / But them birds I used to flip / Twenty-one five / You gone chip it to survive / In	https://genius.com/Ronin-gray-get-down-lyrics
2020	Stove God Cooks & Roc Marciano	Rolls Royce Break Lights by Stove God Cooks & Roc Marciano	patience is a virtue (Patience is a virtue) / God is a alien, pour it from a bird view / Thirty-two	https://genius.com/Stove-god-cooks-and-roc-marciano-rolls-royce-break-lights-lyrics
2020	SupaWassi	Gucci by SupaWassi	in the pot, Hail Mary (Hail Mary) / I could get a bird for thirty-three like Larry (Bird) / My niggas	https://genius.com/Supawassi-gucci-lyrics
2020	Witchouse 40k	Harpoon by Witchouse 40k	fill yo' body wit' a hollow tip / I got thirty five that I be stuffin' in a thirty clip / Bricks	https://genius.com/Witchouse-40k-harpoon-lyrics
2020	Yung Mal (Ft. Stunna 4 Vegas)	#'s (Remix) by Yung Mal (Ft. Stunna 4 Vegas)	that LeBron / Twenty-four for the Rollie, it wet like a pond / Whole twenty-five, I'm a don / Keep	https://genius.com/Yung-mal-s-remix-lyrics
2021	10TA Lil A (Ft. MGM Dave & Rio Da Yung OG)	Meals on Wheels by 10TA Lil A (Ft. MGM Dave & Rio Da Yung OG)	my first K it had a clip in it / Do a mixtape for forty racks and buy a brick with	https://genius.com/10ta-lil-a-meals-on-wheels-lyrics
2021	3MFrench (Ft. Pengz & Two-Two)	Lizzie McGuire by 3MFrench (Ft. Pengz & Two-Two)	Uh, the plug, he told me, "That price is regular, forty thousand for a brick" (Birds) / My nayaas they go	https://genius.com/3mfrench-lizzie-mcguire-lyrics
2021	3MFrench (Ft. Pengz & Two-Two)	Lizzy McGuire by 3MFrench (Ft. Pengz & Two-Two)	Uh, the plug, he told me, "That price is regular, forty thousand for a brick" (Birds) / My nayaas they go	https://genius.com/3mfrench-lizzy-mcguire-lyrics
2021	BandGang Lonnie Bands & Cypress Moreno	Where Is Marshall by BandGang Lonnie Bands & Cypress Moreno	one, I need that recipe / I just paid fifty for a bird, this nigga taxin' me / I brought back a	https://genius.com/Bandgang-lonnie-bands-and-cypress-moreno-where-is-marshall-lyrics
2021	CHAMELEON	A Difficult Winter by CHAMELEON	in not helping / Guilt in reflections of me / There's fifteen black crows and not a single key / Guilt in	https://genius.com/Chameleon-a-difficult-winter-lyrics
